Developer,State,Parking Lot,Ad List,Bus Stop,Firm Number,Park,Property Size,Nearby Mall,Tenure Type,Bedroom,REN Number,Facilities,Completion Year,price,Nearby School,Property Type
MCT Berhad,Selangor,2,99053367,"Bus Stop at Persiaran Teknologi 2
Bus Stop at Lorong Intan 2
Bus Stop at Persiaran Teknologi 1
Bus Stop at Jalan Batu Tiga Lama 3",11718,"Park at Central Park, Tropicana Metropark
Park at Reflexology Zone at The Central Park, Tropicana Metropark
Park at Taman Batu Tiga, Batu Tiga
Park at Taman Mutiara Subang, Batu Tiga
Park at SS 19, Pusat Bandar Subang Jaya",850,Berjaya Times Square,Freehold,3,REN 16293,"Parking, Multipurpose hall, Minimart, Gymnasium, Sauna, Club house, Barbeque area, Jogging Track, Security",2012,600000,MRSM Tun Ghafar Baba,Service Residence
Kenwingston Group,Johor,1,103470204,KL Central,21621,Penang National Park,1024,The Exchange TRX,Leasehold,3,REN 51666,"Jogging Track, Parking, Sauna, Multipurpose hall, Tennis Court, Minimart, Swimming Pool",2014,303000,SMK Bukit Jambul,Apartment
BSG Property,Penang,2,103245262,Terminal Sentral Kuantan Bus terminal,11584,Taman Negara,1409,One Utama,Freehold,3,REN 06517,"Multipurpose hall, Barbeque area, Parking, Playground, Tennis Court, Minimart",1995,1300000,SM Sains T. Munawir,Condominium
BSG Property,Penang,1,103245254,Seremban Bus terminal,11584,Selangor State Park,1409,The Exchange TRX,Freehold,3,REN 06517,"Swimming Pool, Barbeque area, Sauna, Tennis Court, Squash Court, Playground, Multipurpose hall, Minimart, Jogging Track, Parking, Security",1996,1300000,MRSM Tun Ghafar Baba,Condominium
Asia Green Group,Selangor,1,102285926,Seremban Bus terminal,77778,Penang National Park,1008,Sunway Pyramid,Freehold,3,REN 66961,"Playground, Minimart, Club house, Gymnasium, Parking, Swimming Pool",2009,244000,SM imtiaz Kemaman,Condominium
Eco World Development Group Berhad,Sabah,2,103790238,Terminal Sentral Kuantan Bus terminal,11584,Gunung Ledang National Park,1000,Berjaya Times Square,Leasehold,3,REN 42840,"Sauna, Club house, Multipurpose hall, Lift, Jogging Track, Parking, Security, Tennis Court, Gymnasium, Minimart, Swimming Pool, Playground, Barbeque area",1994,450000,SM Sains T. Munawir,Condominium
The W Property Collection,Sabah,2,103790324,Seremban Bus terminal,11584,Penang National Park,512,The Exchange TRX,Leasehold,2,REN 42840,"Minimart, Tennis Court, Swimming Pool, Security, Squash Court",2020,230000,MRSM Tun Ghafar Baba,Condominium
Paramoden (MK Land),Sabah,1,103790302,KL Central,11584,Taman Negara,409,Sunway Pyramid,Leasehold,2,REN 42840,Multipurpose hall,1993,600000,Sekolah Seni Malaysia,Service Residence
Millennium Land Sdn Bhd,Selangor,1,102549734,Bus Stop at Persiaran Puchong Perdana,11537,"Park at Taman Permainan Prima 2, Subang Jaya
Park at Taman Permainan Prima 1, Kampung Sri Langkas Tambahan
Park at Kampung Sri Langkas Tambahan, Subang Jaya
Park 2 at Puchong Perdana, Subang Jaya
Park at Taman Tasik Puchong Perdana, Puchong Perdana",970,Puchong Complex,Leasehold,3,REN 18753,"Club house, Gymnasium, Lift, Security, Minimart, Jogging Track, Tennis Court",2017,350000,Sekolah Kebangsaan Puchong Perdana,Condominium
Seri Tiara Development Sdn Bhd,Kuala Lumpur,1,103790563,"Bus Stop SMK Desa Perdana
Bus Stop Masjid Al-Muhsirin
Bus Stop Taman Desa (Utara)
Bus Stop SMK Taman Desa",77778,Selangor State Park,935,One Utama,Freehold,3,REN 66961,"Parking, Swimming Pool, Barbeque area, Multipurpose hall",2001,589000,SMK Bukit Jambul,Service Residence
Bina Puri Holdings Bhd,Sabah,1,103790558,Seremban Bus terminal,11584,Gunung Ledang National Park,850,Sunway Pyramid,Leasehold,3,REN 42840,"Jogging Track, Sauna, Squash Court",2015,310000,Sekolah Seni Malaysia,Apartment
Sentul Perdana Sdn. Bhd,Selangor,2,103758671,Terminal Sentral Kuantan Bus terminal,11307,Penang National Park,1200,Berjaya Times Square,Freehold,3,REN 66961,"Jogging Track, Barbeque area, Tennis Court, Sauna, Multipurpose hall, Security, Parking",2015,499000,SM imtiaz Kemaman,Condominium
KLS Properties Sdn Bhd,Selangor,1,103790549,Seremban Bus terminal,11605,"Park at Taman Bayu Perdana, Klang Municipal Council
Park 2 at Pandamaran, Klang Municipal Council
Park 3 at Bandar Bukit Tinggi 1, Bandar Bukit Tinggi",850,Berjaya Times Square,Freehold,3,REN 66961,"Security, Swimming Pool, Tennis Court, Sauna, Playground, Multipurpose hall, Jogging Track, Barbeque area",2009,289000,SRJK(C) Hin Hua,Condominium
i-Berhad,Selangor,1,103790546,"Bus Stop at Persiaran Permai 1
Bus Stop at Persiaran Permai 2
Bus Stop at Pusat Komersial Seksyen 7 (Timur)
Bus Stop at Persiaran Bestari 1
Bus Stop at Jalan Plumbum N7/N
Bus Stop at UITM Shah Alam (Barat)
Bus Stop at Jakel (Seksyen 7)
Bus Stop at Jalan Sungai Rasau 1
Bus Stop at Federal Highway 1
Bus Stop at Jalan Sungai Rasau 2
Bus Stop at Jakel 2 (Seksyen 7)
Bus Stop at Pusat Kesihatan",11605,"Park 2 at Section 7, Shah Alam
Park 1 at Section 7, Shah Alam",467,i-Soho i-City,Freehold,1,REN 66961,"Sauna, Multipurpose hall, Gymnasium, Swimming Pool, Club house, Minimart, Squash Court, Lift, Playground, Barbeque area, Security, Tennis Court, Parking",2016,299000,Sekolah Jenis Kebangsaan (T) Ladang Midlands,Studio
IOI Properties Group Berhad,Johor,1,102894595,Pudu Sentral,31777,Taman Negara,526,Sunway Pyramid,Freehold,1,REN 16518,Gymnasium,2014,400000,SM Sains T. Munawir,Service Residence
Malaysia Land Properties Sdn. Bhd.,Sabah,1,103790522,Pudu Sentral,31818,Selangor State Park,987,The Exchange TRX,Leasehold,3,REN 61763,"Barbeque area, Gymnasium",2015,420000,SM imtiaz Kemaman,Apartment
Majlis Perbandaran Kajang,Sabah,1,103790119,KL Central,11584,Penang National Park,1000,The Exchange TRX,Leasehold,3,REN 42840,"Squash Court, Lift, Sauna",1997,450000,SMK Bukit Jambul,Condominium
Runnymede Group,Penang,1,99371865,Terminal Sentral Kuantan Bus terminal,11891,Gunung Ledang National Park,1130,Sunway Pyramid,Freehold,3,REN 37275,"Parking, Jogging Track, Squash Court, Lift, Security, Minimart, Gymnasium, Sauna",1994,810000,SM imtiaz Kemaman,Condominium
Scientex Berhad,Selangor,1,101589350,"Bus Stop at Tama Pinggiran USJ 2 (Utara)
Bus Stop at Jalan Pinggiran USJ 1
Bus Stop at Taman Pinggiran USJ 2 (Selatan)
Bus Stop at Taman Pinggiran USJ 2 (Utara)
Bus Stop at Seksyen 22 (Timur)",31484,"Park 2 at Taman Pinggiran USJ, Subang Jaya
Park 1 at Taman Pinggiran USJ, Subang Jaya
Park at Kayangan Puteri Park, USJ Heights",689,The Exchange TRX,Freehold,3,REN 31432,"Multipurpose hall, Club house, Sauna, Playground, Parking, Lift, Tennis Court",2022,170000,SMK Bukit Jambul,Apartment
TLS Group,Selangor,2,102669171,Bus Stop at Jalan 7A/3,31484,Taman Negara,728,Berjaya Times Square,Leasehold,3,REN 31432,"Squash Court, Parking, Minimart, Sauna, Security, Jogging Track, Club house, Barbeque area, Gymnasium, Lift, Multipurpose hall, Swimming Pool, Tennis Court, Playground",2006,90000,SMK Bukit Jambul,Flat
Suntrack Development Sdn Bhd,Selangor,2,102483884,KL Central,31484,Selangor State Park,650,Sunway Pyramid,Freehold,3,REN 31432,"Squash Court, Minimart, Club house, Swimming Pool, Jogging Track, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Parking, Playground, Gymnasium",2016,110000,SMK Bukit Jambul,Flat
Tasek Maju Realty Sdn Bhd,Selangor,1,101812621,Bus Stop at Jalan 7A/3,31484,Penang National Park,728,Sunway Pyramid,Leasehold,3,REN 31432,"Lift, Gymnasium, Multipurpose hall, Squash Court, Jogging Track, Sauna, Tennis Court, Minimart, Barbeque area, Playground",2001,80000,Sekolah Menengah Kebangsaan Bandar Tasik Puteri,Flat
Aset Kayamas,Kuala Lumpur,1,103471564,"Bus Stop Jalan Yaacob Latif
Bus Stop 2 Flat Sri Labuan
Bus Stop Masjid Saidina Othman Ibnu Affan
Bus Stop Taman Tasik Permaisuri
Bus Stop Jalan Makmur
Bus Stop HUKM
Bus Stop Stadium Bola Sepak KL
Bus Stop Persiaran Ikhlas
Bus Stop Wisma Zelan
Bus Stop HUKM (2)
Bus Stop 2 Jalan Bangsawan
Bus Stop 3 Jalan Bangsawan
Bus Stop 1 Jalan Bangsawan
Bus Stop Jalan Ikhlas 5",31788,"Park at Taman Tasik Permaisuri, Cheras, Kuala Lumpur, Malaysia
Park at Bandar Tun Razak, Cheras, Kuala Lumpur, 56000, Malaysia",1100,Sunway Pyramid,Leasehold,3,REN 66961,"Playground, Club house, Squash Court, Lift, Gymnasium, Swimming Pool, Jogging Track",1990,460000,SMK Bandar Tun Razak,Condominium
UMLand,Selangor,2,103583113,KL Central,31788,Penang National Park,900,Berjaya Times Square,Freehold,3,REN 66961,"Squash Court, Jogging Track, Swimming Pool, Tennis Court, Parking, Lift, Playground, Sauna, Multipurpose hall, Minimart, Club house",1996,140000,SM imtiaz Kemaman,Apartment
Li Foong Group,Selangor,1,103075737,Terminal Sentral Kuantan Bus terminal,77778,Selangor State Park,1538,The Exchange TRX,Freehold,3,REN 66961,"Sauna, Security, Parking, Swimming Pool, Jogging Track, Tennis Court, Minimart, Barbeque area",2016,269000,Sekolah Seni Malaysia,Condominium
SYF Development,Sabah,2,103790452,Seremban Bus terminal,11584,Gunung Ledang National Park,886,Sunway Pyramid,Leasehold,2,REN 42840,"Club house, Jogging Track, Lift",2019,360000,Sekolah Seni Malaysia,Apartment
Mah Sing Group Berhad,Kuala Lumpur,2,103790400,"Bus Stop Kepong Central Commercial (Opp)
Bus Stop Kepong Central Commercial (West)
Bus Stop Sri Segambut Garden
Bus Stop Komersial Sri Segambut/BHP
Bus Stop Sri Segambut Garden (North)
Bus Stop Sri Segambut Garden (South)
Bus Stop Kuil Spg Pintasan Segambut
Bus Stop Kuil Spg Pintasan Segambut (Opp)
Bus Stop Long House
Bus Stop Sri Segambut Terminal
Bus Stop Long House (North)
Bus Stop Playground Field",11501,"Taman Pusat Kepong Recreational Park, Taman Sri Segambut, Kepong, Kuala Lumpur, Malaysia
Park at Jinjang Selatan, Batu, Kuala Lumpur, Malaysia",945,The Exchange TRX,Leasehold,3,REN 47740,"Security, Barbeque area",2004,212000,Kepong Baru National Secondary School,Apartment
Suntrack Development Sdn Bhd,Kuala Lumpur,1,103655710,Pudu Sentral,31764,Selangor State Park,1490,Berjaya Times Square,Leasehold,3,REN 29594,"Club house, Swimming Pool, Tennis Court, Lift, Jogging Track, Sauna, Playground, Security, Squash Court, Minimart",1991,599900,SMK Bukit Jambul,Condominium
Koperasi Tunas Muda,Penang,2,100892637,Pudu Sentral,13342,Gunung Ledang National Park,650,One Utama,Freehold,3,REN 46930,"Barbeque area, Club house, Gymnasium, Lift, Sauna",2013,209000,MRSM Tun Ghafar Baba,Apartment
Kenwingston Group,Selangor,2,103789800,KL Central,13957,Penang National Park,657,Berjaya Times Square,Leasehold,3,REN 47899,"Squash Court, Swimming Pool, Club house, Gymnasium, Playground, Barbeque area, Jogging Track, Multipurpose hall, Sauna, Parking, Tennis Court, Minimart",2003,158000,SM imtiaz Kemaman,Flat
GSV Development Sdn Bhd,Penang,2,103789773,KL Central,31080,Penang National Park,1198,One Utama,Freehold,3,PEA 0660,"Swimming Pool, Lift, Multipurpose hall",2023,500000,SMK Bukit Jambul,Condominium
Ivory Properties Group Sdn Bhd,Penang,2,103245282,KL Central,11584,Selangor State Park,1750,The Exchange TRX,Freehold,4,REN 06517,"Security, Swimming Pool, Jogging Track, Barbeque area, Squash Court, Playground, Tennis Court, Multipurpose hall, Minimart, Lift, Parking",1995,1050000,SMK Bukit Jambul,Condominium
SHL Consolidated Berhad,Selangor,2,92973147,KL Central,11584,Taman Negara,960,The Exchange TRX,Freehold,3,PEA 2096,"Security, Club house, Tennis Court",2013,340000,SMK Bukit Jambul,Condominium
S P Setia Bhd,Penang,2,103790073,Seremban Bus terminal,16052,Gunung Ledang National Park,1160,Sunway Pyramid,Freehold,3,REN 00000,"Sauna, Lift, Squash Court, Minimart, Playground, Club house, Gymnasium, Barbeque area, Security, Swimming Pool, Tennis Court, Multipurpose hall, Parking",2021,890000,SM imtiaz Kemaman,Apartment
Trinity Group,Sarawak,2,103789731,Pudu Sentral,30460,Selangor State Park,1399,One Utama,Leasehold,3,REN 18960,"Gymnasium, Parking, Playground, Squash Court, Minimart, Sauna, Security, Jogging Track, Club house",1990,480000,SM Sains T. Munawir,Condominium
Maxim Holdings,Selangor,2,103789713,Terminal Sentral Kuantan Bus terminal,11584,Selangor State Park,805,One Utama,Leasehold,3,REN 65944,"Sauna, Gymnasium, Tennis Court, Jogging Track, Playground, Security, Parking, Squash Court, Minimart, Swimming Pool, Club house, Multipurpose hall",2016,317000,SM imtiaz Kemaman,Condominium
Tenaga Seri Wangsa (TSW Properties),Sarawak,1,103790053,Terminal Sentral Kuantan Bus terminal,30460,Gunung Ledang National Park,1153,Sunway Pyramid,Leasehold,3,REN 01325,"Swimming Pool, Security, Lift, Minimart, Parking, Multipurpose hall, Club house, Tennis Court, Squash Court",2003,490000,Sekolah Seni Malaysia,Condominium
IJM LAND BERHAD,Penang,1,103790048,Terminal Sentral Kuantan Bus terminal,21483,Taman Negara,1474,Sunway Pyramid,Leasehold,4,REN 18352,"Sauna, Minimart, Gymnasium, Playground, Swimming Pool, Jogging Track, Security, Barbeque area, Parking, Squash Court",2010,700000,SMK Bukit Jambul,Condominium
Mudajaya Group,Kuala Lumpur,2,103763890,Seremban Bus terminal,31764,Gunung Ledang National Park,1523,One Utama,Leasehold,3,REN 29594,Playground,2016,639000,MRSM Tun Ghafar Baba,Condominium
Petaling Garden Sdn Bhd (I & P Group),Kuala Lumpur,1,103596327,Pudu Sentral,11536,Selangor State Park,650,One Utama,Leasehold,3,REN 63766,"Parking, Tennis Court, Multipurpose hall",2012,230000,MRSM Tun Ghafar Baba,Flat
Talam Transform Berhad,Sarawak,2,103553140,Terminal Sentral Kuantan Bus terminal,30569,Taman Negara,1520,Sunway Pyramid,Freehold,3,E 2595,"Multipurpose hall, Club house, Squash Court, Gymnasium, Security, Swimming Pool, Playground, Lift, Minimart, Sauna, Jogging Track, Parking, Tennis Court, Barbeque area",2023,600000,SM imtiaz Kemaman,Apartment
Worldwide Holdings,Selangor,2,103790037,Terminal Sentral Kuantan Bus terminal,2552,Taman Negara,969,Sunway Pyramid,Leasehold,3,REN 00000,"Barbeque area, Squash Court, Swimming Pool, Parking",2005,370000,SMK Bukit Jambul,Condominium
Akisama Group of companies,Sabah,1,103790035,Pudu Sentral,77778,Gunung Ledang National Park,665,One Utama,Leasehold,3,REN 66961,"Security, Tennis Court, Lift, Barbeque area, Jogging Track, Gymnasium",1999,113400,MRSM Tun Ghafar Baba,Apartment
Landmark Zone Sdn. Bhd.,Kuala Lumpur,2,103790031,Seremban Bus terminal,11605,"Park at Taman Cheras Indah, Pandan Indah",774,Berjaya Times Square,Leasehold,3,REN 06175,"Tennis Court, Security, Parking, Jogging Track, Multipurpose hall, Gymnasium, Sauna, Swimming Pool, Squash Court, Lift, Barbeque area, Playground",2002,530000,MRSM Tun Ghafar Baba,Service Residence
Sunsuria Berhad,Selangor,2,103790007,Pudu Sentral,11605,"Park at Setia Alam Western Park, Section U13 (Setia Alam)",700,The Exchange TRX,Freehold,3,REN 57412,"Lift, Barbeque area, Swimming Pool, Minimart, Playground, Club house, Jogging Track, Gymnasium, Multipurpose hall, Sauna, Tennis Court, Security, Squash Court, Parking",2011,270000,Sekolah Kebangsaan Setia Alam,Apartment
Syarikat Perumahan Negara Berhad,Johor,2,96882028,Terminal Sentral Kuantan Bus terminal,10362,Selangor State Park,850,Berjaya Times Square,Leasehold,3,REN 55863,"Swimming Pool, Minimart, Gymnasium, Barbeque area",1992,220000,SM imtiaz Kemaman,Apartment
Petaling Garden Sdn Bhd (I & P Group),Selangor,2,102385914,Seremban Bus terminal,11111,Gunung Ledang National Park,680,The Exchange TRX,Freehold,3,REN 00204,"Gymnasium, Club house, Swimming Pool",2001,155000,SM imtiaz Kemaman,Apartment
Talam Transform Berhad,Selangor,1,103758407,Terminal Sentral Kuantan Bus terminal,11307,Taman Negara,1200,The Exchange TRX,Freehold,3,REN 66961,"Tennis Court, Security, Swimming Pool, Jogging Track",1997,499000,SM imtiaz Kemaman,Condominium
Hua Yang Berhad,Selangor,2,103758389,Pudu Sentral,11307,Gunung Ledang National Park,1200,One Utama,Freehold,3,REN 66961,"Security, Swimming Pool, Gymnasium, Club house, Sauna, Squash Court, Jogging Track, Lift, Parking, Tennis Court, Barbeque area, Playground, Minimart, Multipurpose hall",2002,499000,MRSM Tun Ghafar Baba,Condominium
Lim Seong Hai Holdings Sdn Bhd,Selangor,2,103789952,"Bus Stop at Apartment Permai
Bus Stop at SK Damansara Damai 1 1
Bus Stop at SK Damansara Damai 1 2
Bus Stop at Apartment Lestari",10187,Selangor State Park,700,The Exchange TRX,Freehold,3,REN 08342,"Minimart, Gymnasium",2017,195000,SMK Bukit Jambul,Apartment
Elite Forward Sdn Bhd (L&G / Mayland),Negeri Sembilan,2,103150689,Seremban Bus terminal,11307,Taman Negara,1300,Berjaya Times Square,Freehold,4,REN 66961,"Squash Court, Barbeque area, Parking, Club house",1993,290000,SM imtiaz Kemaman,Condominium
Wonderful Insights Sdn Bhd,Selangor,1,103168254,Bus Stop at Jalan PJS 7/8,31484,"Park at Sunway Utama, Sunway City
Park at University Square, PJS 7",825,Sunway Geo Avenue,Leasehold,3,REN 31432,"Security, Parking, Jogging Track, Barbeque area, Minimart, Multipurpose hall, Tennis Court, Club house",2018,170000,MRSM Tun Ghafar Baba,Apartment
Bina Goodyear Group,Selangor,1,103727540,"Bus Stop at Persiaran Kewajipan 1
Bus Stop at Persiaran Kewajipan 2
Bus Stop at Persiaran Perpaduan
Bus Stop at Persiaran Mulia 2
Bus Stop at Jalan Mulia 1
Bus Stop at Persiaran Mulia 1
Bus Stop at Jalan Mulia 2
Bus Stop at SJ24 USJ 10 Taipan (Utara)
Bus Stop at SJ21 USJ 6 Taipan
Bus Stop at Menara MPSJ (Opp)
Bus Stop at LRT USJ 7",31484,"Park at USJ 8, UEP Subang Jaya
Park at USJ6 Recreation Park, USJ 6
Park at Goodyear Court Park, USJ 14
Park at USJ9 Park, USJ 9
Park at Goodyear Court 8, UEP Subang Jaya
Park at USJ 6, UEP Subang Jaya
Park at USJ6 Park, USJ 6
Park at USJ 14, UEP Subang Jaya
Park at Green Park, USJ 11",786,One Utama,Freehold,3,REN 31432,"Minimart, Swimming Pool, Tennis Court, Sauna, Club house",2011,245000,Sekolah Menengah Kebangsaan USJ 8,Apartment
Low Yat Group,Selangor,2,101949261,Pudu Sentral,31484,Taman Negara,803,Sunway Pyramid,Leasehold,3,REN 31432,"Jogging Track, Squash Court, Lift, Barbeque area, Multipurpose hall, Minimart, Gymnasium, Security",2007,185000,SM Sains T. Munawir,Apartment
Syarikat Perumahan Negara Berhad,Sabah,1,103789538,KL Central,77778,Gunung Ledang National Park,750,One Utama,Leasehold,3,REN 66961,"Lift, Sauna, Gymnasium, Swimming Pool, Multipurpose hall, Squash Court",2011,133650,MRSM Tun Ghafar Baba,Apartment
Elite Forward Sdn Bhd (L&G / Mayland),Johor,2,103789652,KL Central,31850,Gunung Ledang National Park,1197,The Exchange TRX,Freehold,3,REN 19418,"Sauna, Playground, Lift, Jogging Track",2005,350000,MRSM Tun Ghafar Baba,Apartment
Golden Armani Sdn Bhd,Sarawak,1,103789637,Terminal Sentral Kuantan Bus terminal,10553,Taman Negara,1528,Sunway Pyramid,Leasehold,3,REN 50864,"Parking, Minimart, Tennis Court",2019,728888,MRSM Tun Ghafar Baba,Condominium
Paramoden (MK Land),Selangor,2,103758821,KL Central,31484,Taman Negara,1050,One Utama,Freehold,3,REN 31432,"Multipurpose hall, Minimart, Swimming Pool, Security, Barbeque area, Jogging Track, Tennis Court, Playground, Gymnasium, Squash Court, Lift, Club house, Sauna",1995,240000,Sekolah Seni Malaysia,Condominium
Paramoden (MK Land),Selangor,2,103432650,"Bus Stop at Persiaran Multimedia 1
Bus Stop at Jalan Fauna 1
Bus Stop at University bus stop
Bus Stop at Persiaran Ceria",31484,"Park at Mutiara Ville Park A, Cyber 11
Park at Mutira Viile Tower G Park, Cyber 11
Park at Cyberjaya, Sepang",1079,Gem In Mall,Freehold,3,REN 31432,"Sauna, Barbeque area, Minimart, Security, Lift, Jogging Track, Multipurpose hall, Gymnasium, Swimming Pool",2006,220000,Sekolah Kebangsaan Cyberjaya,Condominium
Global Oriental Berhad,Selangor,1,103789831,Bus Stop at Persiaran Lestari Perdana 1,77778,"Park at Putra Permai Block D Playground, Putra Permai
Park at Villa Avenue, Putra Permai
Park at Villa Heights, Putra Permai
Park 3 at Putra Permai, Subang Jaya
Park at Kota Perdana, Putra Permai",452,Sunway Pyramid,Leasehold,1,REN 66961,"Playground, Barbeque area, Security, Minimart, Squash Court, Swimming Pool, Lift, Parking, Jogging Track",2004,252000,SMK Bukit Jambul,Service Residence
SHL Consolidated Berhad,Selangor,1,103789826,Seremban Bus terminal,30368,Taman Negara,850,The Exchange TRX,Leasehold,3,REN 34096,"Lift, Multipurpose hall, Jogging Track, Parking, Swimming Pool, Tennis Court, Security, Gymnasium, Minimart",2023,275000,Sekolah Rendah Agama An-Nur,Apartment
